filepath,title
12717,Two male opponents playing a game of soccer.
12718,Two women and a man sit at a table drinking wine.
12719,Some animals walking down the desert dry road. 
12720,a man is riding a surfboard on a wave
12721,A snow covered hill with a bird house.
12722,A woman is posing for pictures under the stop sign.
12723,A zebra is standing by itself next to a rock.
12724,There is a dog with a Frisbee in his mouth.
12725,A family of four dressed in sweaters and tweeds.
12726,Small plan flying over what might be an airport.
12727,"A busy inner city street with cars, a bus and a biker on it."
12728,A swimming pool that is next to a ocean.
12729,A woman smiles as a dog eats the dessert from her plate.
12730,A person cross country skiing through a snowy trail.
12731,This is a group of ducks walking across a Sam's Club parking lot.
12732,Two people standing in the snow on a hill in their skis. 
12733,A person in a wetsuit is standing in the water with a surfboard while a person on a boat stands behind them.
12734,Someone holding a grilled hot dog in a bun.
12735,A little boy eating a donut on a string.
12736,"A Woman on a tennis court prepares to return a ball. 
"
12737,A magazine rack sitting next to a toilet in a bathroom.
12738,a glass vase with an orange flower on a wooden table
12739,A pretty young lady smiling and holding a drink.
12740,A person s walking down a dark alley way carrying his skateboard.
12741,Two trains sitting side by side on the tracks.
12742,"man walking along side train tracks with a yellow, black train on the other track"
12743,a close up of a plate of pizza on a table 
12744,A table topped with lots of donuts covered in frosting.
12745,There is a dog with a Frisbee in his mouth.
12746,A yellow fire hydrant with painted-on eyes on a sidewalk
12747,Two boys and a girl playing in a carpeted room.
12748,There are many stainless steel details in the kitchen that coordinate with the appliances.
12749,A woman takes a bite of a piece of pizza.
12750,a large plane is flying in the sky
12751,A mechanical factory line moving pastries through a warehouse.
12752,a row of bananas at the walmart grocery store
12753,Someone holding a grilled hot dog in a bun.
12754,A large brown bear in the green grass.
12755,A Siberian Husky Puppy sitting on the ground in front of a frisbee.
12756,A white train traveling through a train station.
12757,A boy reaches out to catch a Frisbee in the yard. 
12758,a lorry besides a road and cows eating grass
12759,Two brown and white Giraffes enjoying each others company. 
12760,A close up shot of a surfer riding a wave and looking back over his shoulder.
12761,A clock sitting on a shelf next to a potted plant.
12762,A bird that is flying over the water.
12763,a man with a frisbe in hand stands on some grass 
12764,A person in a red shirt is riding a skateboard.
12765,Pair of Zebras enjoying quiet time in zoo setting.
12766,A man in black gear skiing down the hill
12767,A man is sitting on a couch with a cat.
12768,Three baseball players wearing green and yellow stand on a field.
12769,A child holds a racket with a hat on his head.
12770,A man and a child riding on a very large motorcycle.
12771,Two stop lights mounted on the same pole 
12772,People waiting at the baggage carousel of an airport.
12773,A close up shot of a surfer riding a wave and looking back over his shoulder.
12774,A ripe banana sitting inside of a wooden bowl.
12775,a black and white photo of a laptop and a mouse
12776,A bird that is flying over the water.
12777,one woman holding a video game controller and standing next to another woman.
12778,Four airplanes in formation doing stunts in the sky
12779,The huge delivery jetliner has three turbine engines.
12780,a black and white cow is standing in its pen
12781,A dummy cow hanging from a building next to windows
12782,A large group of horses in the snow.
12783,two elephants are in some water and there are green bushes 
12784,A woman in a towel combs her wet hair.
12785,Man with yellow helmet riding a yellow motorcycle
12786,Four people standing on a lawn holding a surfboard.
12787,A man in blue shirt riding a white surfboard on wave.
12788,A person standing next to a skateboard on a corner.
12789,a truck with wood in the back next to a house
12790, a couple of pins that are in a pin holder
12791, a couple of pins that are in a pin holder
12792,a kitchen with brown cupboards and a silver microwave 
12793,A bi-plane with a wing walker on its wings.
12794,A man riding a skateboard up into the air.
12795,a large room that has a big kitchen table in it
12796,A man and woman playing a game with remote controllers.
12797,There are two zebras on the grass eating. 
12798,There is an adult cat that is sleeping
12799,A large work vehicle working on a road
12800,A smart phone still in the original package.
12801,A baseball player standing next to a base on a field.
12802,A herd of mostly white cows in a field with some trees.
12803,The door of the empty refrigerator is open.
12804,Two birds that are sitting on some brush.
12805,Two bed sitting beside each other with a side table between them.
12806,A stop light with a lot of signs on a pole.
12807,An airplane with a propellor and water landing gear flying in the sky.
12808,A young man is trying outfits on a mannequin. 
12809,A teddy bear is scrunched down on the shelf
12810,a person holding a akte board at a skate park
12811,A person on skis skiing down a steep run.
12812,An ornate clock with two faces and figurines.
12813,A couple of women standing around a baby on a board.
12814,A green and black bike parked on the side of the road.
12815,a table that has a very large piece of pizza on it
12816,a young boy swinging a baseball bat at a ball 
12817,A group of people flying kites in the park.
12818,"A batch of undeveloped oranges next to a bright, ripe one."
12819,a train moving down the road with double stacked containers
12820,A lone zebra stands in the dry savannah.
12821,Two cell phones one in a yellow case on a rock among yellow flowers.
12822,A herd of zebras eating grass with a giraffe in the background running. 
12823,a carrot and orange peppers on a plate a drink and a keyboard
12824,A close up a frisbee golf bin with a man throwing a frisbee in the background.
12825,some tennis playes with rackets in a court 
12826,a sub train with a bunch of empty seats
12827,Skiers traveling through snow in the middle of city on snowy day.
12828,A man in blue shirt riding a white surfboard on wave.
12829,"A bedroom with a white, blue, and green color scheme."
12830,A power boat heads out to sea as a gull flies overhead.
12831,A plate of food is displayed in this picture.
12832,a yellow bucket a mop a toilet cabinets and windows
12833,A man with a bike covered in bananas.
12834,Skiers traveling through snow in the middle of city on snowy day.
12835,A blue jet is parked at a busy airport.
12836,A boy from the Third World holds up a frisbee
12837,"The shirtless man, at the beach, is carrying a surfboard."
